Region,Measure Names,Country Name,Latitude (generated),Longitude (generated),Measure Values,CO2 (kt),CO2 Per Capita (metric tons)
Sub-Saharan Africa,CO2 (kt),Guinea-Bissau,12.191,-14.475,8155.408,8155.408,7.632386583
Sub-Saharan Africa,CO2 (kt),Guinea,10.599,-10.907,56413.128,56413.128,9.191549767
Sub-Saharan Africa,CO2 (kt),Ghana,7.258,-1.062,224783.433,224783.433,15.020415397
Sub-Saharan Africa,CO2 (kt),"Gambia, The",13.499,-14.641,9336.182,9336.182,9.728965218
Sub-Saharan Africa,CO2 (kt),Gabon,-0.406,11.914,164424.613,164424.613,200.151019901
Sub-Saharan Africa,CO2 (kt),Ethiopia,8.435,38.786,147186.046,147186.046,2.786903632
Sub-Saharan Africa,CO2 (kt),Eritrea,15.982,38.02,9805.558,9805.558,2.535250106
Sub-Saharan Africa,CO2 (kt),Equatorial Guinea,1.6342,10.4695,58055.944,58055.944,94.917489077
Sub-Saharan Africa,CO2 (kt),Cote d'Ivoire,7.497,-5.336,259440.25,259440.25,23.637120798
Sub-Saharan Africa,CO2 (kt),"Congo, Rep.",0.509,16.08,52463.769,52463.769,23.120965543
Sub-Saharan Africa,CO2 (kt),"Congo, Dem. Rep.",-1.418,23.607,156529.562,156529.562,5.454275003
Sub-Saharan Africa,CO2 (kt),Comoros,-11.6527,43.3307,3080.28,3080.28,7.12762559
Sub-Saharan Africa,CO2 (kt),Chad,15.981,18.781,10087.917,10087.917,1.653876825
Sub-Saharan Africa,CO2 (kt),Central African Republic,7.043,21.424,9427.857,9427.857,3.425385208
Sub-Saharan Africa,CO2 (kt),Cameroon,4.4,12.131,152770.887,152770.887,12.282449379
Sub-Saharan Africa,CO2 (kt),Cabo Verde,15.416,-23.36,6527.26,6527.26,17.042910831
Sub-Saharan Africa,CO2 (kt),Burundi,-3.333,29.749,8940.146,8940.146,1.619872914
Sub-Saharan Africa,CO2 (kt),Burkina Faso,12.673,-1.226,32075.249,32075.249,3.139345401
Sub-Saharan Africa,CO2 (kt),Botswana,-22.126,23.662,103097.705,103097.705,64.149783737
Sub-Saharan Africa,CO2 (kt),Benin,10.478,2.274,62471.012,62471.012,9.599462327
Sub-Saharan Africa,CO2 (kt),Angola,-12.836,17.808,417498.951,417498.951,31.739601467
Sub-Saharan Africa,CO2 Per Capita (metric tons),Zimbabwe,-19.098,30.047,58.974078923,525143.736,58.974078923
Sub-Saharan Africa,CO2 Per Capita (metric tons),Zambia,-15.13,25.268,23.768248202,143797.738,23.768248202
Sub-Saharan Africa,CO2 Per Capita (metric tons),Uganda,1.9392,32.7415,3.834090696,64583.204,3.834090696
Sub-Saharan Africa,CO2 Per Capita (metric tons),Togo,7.7,1.106,10.279241044,40590.023,10.279241044
Sub-Saharan Africa,CO2 Per Capita (metric tons),Tanzania,-5.651,34.146,5.974608288,146419.643,5.974608288
Sub-Saharan Africa,CO2 Per Capita (metric tons),Swaziland,-26.5203,31.4607,33.667678519,27960.875,33.667678519
Sub-Saharan Africa,CO2 Per Capita (metric tons),Sudan,15.739,29.533,11.453528604,292025.212,11.453528604
Sub-Saharan Africa,CO2 Per Capita (metric tons),South Sudan,7.1,30.48,,,
Sub-Saharan Africa,CO2 Per Capita (metric tons),South Africa,-31.7,23.441,427.96973343,14554444.011,427.96973343
Sub-Saharan Africa,CO2 Per Capita (metric tons),Somalia,2.875,43.446,3.536933288,20634.209,3.536933288
Sub-Saharan Africa,CO2 Per Capita (metric tons),Sierra Leone,8.677,-11.779,8.347030289,27854.532,8.347030289
Sub-Saharan Africa,CO2 Per Capita (metric tons),Seychelles,-4.6841,55.4924,157.670944544,12409.128,157.670944544
Sub-Saharan Africa,CO2 Per Capita (metric tons),Senegal,15.044,-15.081,21.092819343,160101.22,21.092819343
Sub-Saharan Africa,CO2 Per Capita (metric tons),Sao Tome and Principe,0.216,6.595,18.719311004,2214.868,18.719311004
Sub-Saharan Africa,CO2 Per Capita (metric tons),Rwanda,-1.887,29.904,3.074976868,20128.163,3.074976868
Sub-Saharan Africa,CO2 Per Capita (metric tons),Nigeria,9.3417,7.678,28.991687092,2754445.048,28.991687092
Sub-Saharan Africa,CO2 Per Capita (metric tons),Niger,16.996,9.915,4.02122954,33982.089,4.02122954
Sub-Saharan Africa,CO2 Per Capita (metric tons),Namibia,-21.276,17.219,22.020429098,42405.188,22.020429098
Sub-Saharan Africa,CO2 Per Capita (metric tons),Mozambique,-13.852,38.042,8.874378347,105943.297,8.874378347
Sub-Saharan Africa,CO2 Per Capita (metric tons),Mauritius,-20.2529,57.5902,67.91785766,75708.882,67.91785766
Sub-Saharan Africa,CO2 Per Capita (metric tons),Mauritania,19.413,-10.6528,30.648070236,66614.722,30.648070236
Sub-Saharan Africa,CO2 Per Capita (metric tons),Mali,18.211,-2.209,2.74069554,25859.684,2.74069554
Sub-Saharan Africa,CO2 Per Capita (metric tons),Malawi,-13.2731,33.7428,4.097533981,33230.354,4.097533981
Sub-Saharan Africa,CO2 Per Capita (metric tons),Madagascar,-19.615,46.645,5.844611774,63890.141,5.844611774
Sub-Saharan Africa,CO2 Per Capita (metric tons),Liberia,6.51,-9.33,22.377788497,41745.128,22.377788497
Sub-Saharan Africa,CO2 Per Capita (metric tons),Lesotho,-29.446,28.371,6.558328286,12992.181,6.558328286
Sub-Saharan Africa,CO2 Per Capita (metric tons),Kenya,0.806,38.166,14.821529211,314096.885,14.821529211
Sub-Saharan Africa,CO2 Per Capita (metric tons),Guinea-Bissau,12.191,-14.475,7.632386583,8155.408,7.632386583
Sub-Saharan Africa,CO2 Per Capita (metric tons),Guinea,10.599,-10.907,9.191549767,56413.128,9.191549767
Sub-Saharan Africa,CO2 Per Capita (metric tons),Ghana,7.258,-1.062,15.020415397,224783.433,15.020415397
Sub-Saharan Africa,CO2 Per Capita (metric tons),"Gambia, The",13.499,-14.641,9.728965218,9336.182,9.728965218
Sub-Saharan Africa,CO2 Per Capita (metric tons),Gabon,-0.406,11.914,200.151019901,164424.613,200.151019901
Sub-Saharan Africa,CO2 Per Capita (metric tons),Ethiopia,8.435,38.786,2.786903632,147186.046,2.786903632
Sub-Saharan Africa,CO2 Per Capita (metric tons),Eritrea,15.982,38.02,2.535250106,9805.558,2.535250106
Sub-Saharan Africa,CO2 Per Capita (metric tons),Equatorial Guinea,1.6342,10.4695,94.917489077,58055.944,94.917489077
Sub-Saharan Africa,CO2 Per Capita (metric tons),Cote d'Ivoire,7.497,-5.336,23.637120798,259440.25,23.637120798
Sub-Saharan Africa,CO2 Per Capita (metric tons),"Congo, Rep.",0.509,16.08,23.120965543,52463.769,23.120965543
Sub-Saharan Africa,CO2 Per Capita (metric tons),"Congo, Dem. Rep.",-1.418,23.607,5.454275003,156529.562,5.454275003
Sub-Saharan Africa,CO2 Per Capita (metric tons),Comoros,-11.6527,43.3307,7.12762559,3080.28,7.12762559
Sub-Saharan Africa,CO2 Per Capita (metric tons),Chad,15.981,18.781,1.653876825,10087.917,1.653876825
Sub-Saharan Africa,CO2 Per Capita (metric tons),Central African Republic,7.043,21.424,3.425385208,9427.857,3.425385208
Sub-Saharan Africa,CO2 Per Capita (metric tons),Cameroon,4.4,12.131,12.282449379,152770.887,12.282449379
Sub-Saharan Africa,CO2 Per Capita (metric tons),Cabo Verde,15.416,-23.36,17.042910831,6527.26,17.042910831
Sub-Saharan Africa,CO2 Per Capita (metric tons),Burundi,-3.333,29.749,1.619872914,8940.146,1.619872914
Sub-Saharan Africa,CO2 Per Capita (metric tons),Burkina Faso,12.673,-1.226,3.139345401,32075.249,3.139345401
Sub-Saharan Africa,CO2 Per Capita (metric tons),Botswana,-22.126,23.662,64.149783737,103097.705,64.149783737
Sub-Saharan Africa,CO2 Per Capita (metric tons),Benin,10.478,2.274,9.599462327,62471.012,9.599462327
Sub-Saharan Africa,CO2 Per Capita (metric tons),Angola,-12.836,17.808,31.739601467,417498.951,31.739601467
Sub-Saharan Africa,Count of CO2 Data Cleaned,Zimbabwe,-19.098,30.047,52,525143.736,58.974078923
Sub-Saharan Africa,Count of CO2 Data Cleaned,Zambia,-15.13,25.268,52,143797.738,23.768248202
Sub-Saharan Africa,Count of CO2 Data Cleaned,Uganda,1.9392,32.7415,52,64583.204,3.834090696
Sub-Saharan Africa,Count of CO2 Data Cleaned,Togo,7.7,1.106,52,40590.023,10.279241044
Sub-Saharan Africa,Count of CO2 Data Cleaned,Tanzania,-5.651,34.146,52,146419.643,5.974608288
Sub-Saharan Africa,Count of CO2 Data Cleaned,Swaziland,-26.5203,31.4607,52,27960.875,33.667678519
Sub-Saharan Africa,Count of CO2 Data Cleaned,Sudan,15.739,29.533,52,292025.212,11.453528604
Sub-Saharan Africa,Count of CO2 Data Cleaned,South Sudan,7.1,30.48,52,,
Sub-Saharan Africa,Count of CO2 Data Cleaned,South Africa,-31.7,23.441,52,14554444.011,427.96973343
Sub-Saharan Africa,Count of CO2 Data Cleaned,Somalia,2.875,43.446,52,20634.209,3.536933288
Sub-Saharan Africa,Count of CO2 Data Cleaned,Sierra Leone,8.677,-11.779,52,27854.532,8.347030289
Sub-Saharan Africa,Count of CO2 Data Cleaned,Seychelles,-4.6841,55.4924,52,12409.128,157.670944544
Sub-Saharan Africa,Count of CO2 Data Cleaned,Senegal,15.044,-15.081,52,160101.22,21.092819343
Sub-Saharan Africa,Count of CO2 Data Cleaned,Sao Tome and Principe,0.216,6.595,52,2214.868,18.719311004
Sub-Saharan Africa,Count of CO2 Data Cleaned,Rwanda,-1.887,29.904,52,20128.163,3.074976868
Sub-Saharan Africa,Count of CO2 Data Cleaned,Nigeria,9.3417,7.678,52,2754445.048,28.991687092
Sub-Saharan Africa,Count of CO2 Data Cleaned,Niger,16.996,9.915,52,33982.089,4.02122954
Sub-Saharan Africa,Count of CO2 Data Cleaned,Namibia,-21.276,17.219,52,42405.188,22.020429098
Sub-Saharan Africa,Count of CO2 Data Cleaned,Mozambique,-13.852,38.042,52,105943.297,8.874378347
Sub-Saharan Africa,Count of CO2 Data Cleaned,Mauritius,-20.2529,57.5902,52,75708.882,67.91785766
Sub-Saharan Africa,Count of CO2 Data Cleaned,Mauritania,19.413,-10.6528,52,66614.722,30.648070236
Sub-Saharan Africa,Count of CO2 Data Cleaned,Mali,18.211,-2.209,52,25859.684,2.74069554
Sub-Saharan Africa,Count of CO2 Data Cleaned,Malawi,-13.2731,33.7428,52,33230.354,4.097533981
Sub-Saharan Africa,Count of CO2 Data Cleaned,Madagascar,-19.615,46.645,52,63890.141,5.844611774
Sub-Saharan Africa,Count of CO2 Data Cleaned,Liberia,6.51,-9.33,52,41745.128,22.377788497
Sub-Saharan Africa,Count of CO2 Data Cleaned,Lesotho,-29.446,28.371,52,12992.181,6.558328286
Sub-Saharan Africa,Count of CO2 Data Cleaned,Kenya,0.806,38.166,52,314096.885,14.821529211
Sub-Saharan Africa,Count of CO2 Data Cleaned,Guinea-Bissau,12.191,-14.475,52,8155.408,7.632386583
Sub-Saharan Africa,Count of CO2 Data Cleaned,Guinea,10.599,-10.907,52,56413.128,9.191549767
Sub-Saharan Africa,Count of CO2 Data Cleaned,Ghana,7.258,-1.062,52,224783.433,15.020415397
Sub-Saharan Africa,Count of CO2 Data Cleaned,"Gambia, The",13.499,-14.641,52,9336.182,9.728965218
Sub-Saharan Africa,Count of CO2 Data Cleaned,Gabon,-0.406,11.914,52,164424.613,200.151019901
Sub-Saharan Africa,Count of CO2 Data Cleaned,Ethiopia,8.435,38.786,52,147186.046,2.786903632
Sub-Saharan Africa,Count of CO2 Data Cleaned,Eritrea,15.982,38.02,52,9805.558,2.535250106
Sub-Saharan Africa,Count of CO2 Data Cleaned,Equatorial Guinea,1.6342,10.4695,52,58055.944,94.917489077
Sub-Saharan Africa,Count of CO2 Data Cleaned,Cote d'Ivoire,7.497,-5.336,52,259440.25,23.637120798
Sub-Saharan Africa,Count of CO2 Data Cleaned,"Congo, Rep.",0.509,16.08,52,52463.769,23.120965543
Sub-Saharan Africa,Count of CO2 Data Cleaned,"Congo, Dem. Rep.",-1.418,23.607,52,156529.562,5.454275003
Sub-Saharan Africa,Count of CO2 Data Cleaned,Comoros,-11.6527,43.3307,52,3080.28,7.12762559
Sub-Saharan Africa,Count of CO2 Data Cleaned,Chad,15.981,18.781,52,10087.917,1.653876825
Sub-Saharan Africa,Count of CO2 Data Cleaned,Central African Republic,7.043,21.424,52,9427.857,3.425385208
Sub-Saharan Africa,Count of CO2 Data Cleaned,Cameroon,4.4,12.131,52,152770.887,12.282449379
Sub-Saharan Africa,Count of CO2 Data Cleaned,Cabo Verde,15.416,-23.36,52,6527.26,17.042910831
Sub-Saharan Africa,Count of CO2 Data Cleaned,Burundi,-3.333,29.749,52,8940.146,1.619872914
Sub-Saharan Africa,Count of CO2 Data Cleaned,Burkina Faso,12.673,-1.226,52,32075.249,3.139345401
Sub-Saharan Africa,Count of CO2 Data Cleaned,Botswana,-22.126,23.662,52,103097.705,64.149783737
Sub-Saharan Africa,Count of CO2 Data Cleaned,Benin,10.478,2.274,52,62471.012,9.599462327
Sub-Saharan Africa,Count of CO2 Data Cleaned,Angola,-12.836,17.808,52,417498.951,31.739601467
